paper_id,work_id,title,year,mechanism,release_package_score_0_to_4,release_package_tier,mentions_huggingface_link,mentions_github_link,has_code_or_scripts_signal,has_model_checkpoint_or_adapter_signal,has_data_or_evaluation_asset_signal,has_recipe_or_pipeline_signal,has_stated_release_or_partial_signal,has_multiple_asset_or_complete_recipe_signal
tcpaper_646cbc949ad0,work_155e9363702f,Small Encoders Can Rival Large Decoders in Detecting Groundedness,2025,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_7ffb094e1fba,work_b9ca571b312c,Capture the Key in Reasoning to Enhance C o T Distillation Generalization,2025,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_b244f5999456,work_ed336a3396ac,Intent Detection in the Age of LLM s,2024,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_3bc35c9a18a8,work_7af1da9be721,Breaking the Script Barrier in Multilingual Pre-Trained Language Models with Transliteration-Based Post-Training Alignment,2024,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_bc896c139c56,work_e17a5fa4e476,R oman S etu: Efficiently unlocking multilingual capabilities of Large Language Models via R omanization,2024,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_b9352713158f,work_2506893f8399,DIVE into M o E : Diversity-Enhanced Reconstruction of Large Language Models from Dense into Mixture-of-Experts,2025,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_c4cbcf487c53,work_30664e59fb97,Large Language Models are Superpositions of All Characters: Attaining Arbitrary Role-play via Self-Alignment,2024,domain_specialization,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_9445ca9c22c6,work_0e6d6849496f,R easoning LM : Enabling Structural Subgraph Reasoning in Pre-trained Language Models for Question Answering over Knowledge Graph,2023,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_f5ec074a63a8,work_37ad049cabbe,"Shared Emotion Geometry Across Small Language Models: A Cross-Architecture Study of Representation, Behavior, and Methodological Confounds",2026,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_019033c0d9c9,work_b23e2bf03996,Emo Pillars: Knowledge Distillation to Support Fine-Grained Context-Aware and Context-Less Emotion Classification,2025,training_method,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
paper_5d57c91626d0,work_8f726eb12a7d,UWB at WASSA-2024 Shared Task 2: Cross-lingual Emotion Detection,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_98219984364d,work_56ebdd27c6fb,OutlierTune: Efficient Channel-Wise Quantization for Large Language Models,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_11a498b4d8bb,work_66b1870beea4,MiLoRA: Harnessing Minor Singular Components for Parameter-Efficient LLM Finetuning,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_eb4271d09099,work_8e68e80b5faf,Towards Efficient Automatic Self-Pruning of Large Language Models,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_232b81a57885,work_f4d9ca70f227,Dancing in Chains: Reconciling Instruction Following and Faithfulness in Language Models,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_fdd3b278ab82,work_4964e0cf5911,PROPER : A Progressive Learning Framework for Personalized Large Language Models with Group-Level Adaptation,2025,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_88f4de42486b,work_94658de893c6,Framework for Semantic Compression and Reconstruction in Large Language Models Using Layered Contextual Pruning,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_4ca69c9cbbc3,work_9c1bd9772dff,BPDQ: Bit-Plane Decomposition Quantization on a Variable Grid for Large Language Models,2026,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_b71553b146f4,work_947634140a3e,Improving Conversational Abilities of Quantized Large Language Models via Direct Preference Alignment,2024,distillation_compression,3,model_checkpoint_or_adapter,1,0,0,1,0,0,1,0
paper_dad7ce464226,work_cb6773a07b74,Improving Conversational Abilities of Quantized Large Language Models via Direct Preference Alignment,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_32abaf2475f6,work_21b43f28dfdc,Multi-modal Preference Alignment Remedies Degradation of Visual Instruction Tuning on Language Models,2024,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_e3904309032e,work_263f299a8ac5,Prompt-based Depth Pruning of Large Language Models,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_9ef1e3e7b500,work_f408630ed37e,Optimized Text Embedding Models and Benchmarks for A mharic Passage Retrieval,2025,domain_specialization,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_af68a4b33022,work_eea04409600a,SlimLLM: Accurate Structured Pruning for Large Language Models,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_61e357a46efd,work_af90e2309e68,SlimLLM: Accurate Structured Pruning for Large Language Models,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_ec3f0792882e,work_4a07bd07f2fb,Bridging the Editing Gap in LLM s: F ine E dit for Precise and Targeted Text Modifications,2025,peft_adapter,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
paper_52544598cec1,work_e96793c9e8c9,Greening Large Language Models of Code,2023,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_cc4974d835d4,work_6ba0ae184f0c,Rethinking Model Selection and Decoding for Keyphrase Generation with Pre-trained Sequence-to-Sequence Models,2023,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_20ca6aa63539,work_77ea623fa179,mFollowIR: a Multilingual Benchmark for Instruction Following in Retrieval,2025,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_123b5f59e7cb,work_9cb0f22b0427,Let’s Synthesize Step by Step: Iterative Dataset Synthesis with Large Language Models by Extrapolating Errors from Small Models,2023,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_407cc5631d82,work_5c8c2c701551,Parameter-Efficient Cross-lingual Transfer of Vision and Language Models via Translation-based Alignment,2023,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_baa0518bf854,work_e9243ccff665,Parameter-Efficient Cross-lingual Transfer of Vision and Language Models via Translation-based Alignment,2023,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_8b58acd5a558,work_c5488841ece0,Value Alignment from Unstructured Text,2024,deployment_system,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_c21dfdba4e3d,work_3d5b0515f695,Teaching Small Language Models Reasoning through Counterfactual Distillation,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_e80e94403e78,work_1fb640f7a5c4,SLM as Guardian: Pioneering AI Safety with Small Language Models,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_c81f08e3d833,work_bae0cadf5fe8,Structure-informed Language Models Are Protein Designers,2023,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_efc55bdbe443,work_4b7cadb8a8f4,GIFT - SW : G aussian noise Injected Fine-Tuning of Salient Weights for LLM s,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_3ab6b0cd1ca4,work_8ee6c424e1c2,Geneverse: A Collection of Open-source Multimodal Large Language Models for Genomic and Proteomic Research,2024,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_08d18c02953b,work_fc41ef71014a,Sci-CoT: Leveraging Large Language Models for Enhanced Knowledge Distillation in Small Models for Scientific QA,2023,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_cfe2f2b9984b,work_329faaabce52,"Automatic Evaluation for Text-to-image Generation: Task-decomposed Framework, Distilled Training, and Meta-evaluation Benchmark",2025,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_a367b55b0eff,work_713cf70f5d13,"Adapt Once, Thrive with Updates: Transferable Parameter-Efficient Fine-Tuning on Evolving Base Models",2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_01b8d8fe76ee,work_2ccb5844d5bf,RaBiT: Residual-Aware Binarization Training for Accurate and Efficient LLMs,2026,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_024546bd04a3,work_32029cf8789b,AMQ: Enabling AutoML for Mixed-precision Weight-Only Quantization of Large Language Models,2025,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_47a3c0571708,work_91bafb20d795,P rompt I ntern: Saving Inference Costs by Internalizing Recurrent Prompt during Large Language Model Fine-tuning,2024,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_a65c85e88e3e,work_9b61c2c0de0a,PromptIntern: Saving Inference Costs by Internalizing Recurrent Prompt during Large Language Model Fine-tuning,2024,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_ef4e25f31f34,work_3416fb034498,L 4 Q : Parameter Efficient Quantization-Aware Fine-Tuning on Large Language Models,2025,peft_adapter,3,model_checkpoint_or_adapter,0,1,1,1,0,0,1,0
paper_bedcf39cc6b2,work_627c62bfe833,L4Q: Parameter Efficient Quantization-Aware Fine-Tuning on Large Language Models,2024,peft_adapter,3,model_checkpoint_or_adapter,0,1,1,1,0,0,1,0
tcpaper_db5790dae902,work_bd729c072296,Reverse Thinking Makes LLM s Stronger Reasoners,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_05340020c9b4,work_6d522a505401,LCD: Advancing Extreme Low-Bit Clustering for Large Language Models via Knowledge Distillation,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_2feb737c9427,work_887e8e44972f,Enhancing Low-Resource NMT with a Multilingual Encoder and Knowledge Distillation: A Case Study,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_5040f13f77a6,work_9291ca69a6b1,SD-E$^2$: Semantic Exploration for Reasoning Under Token Budgets,2026,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_a1c7b9bdea9e,work_c340ff36e334,Fine-Tuning Open-Weight Language Models to Deliver Cognitive Behavioral Therapy for Depression: A Feasibility Study,2024,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_0483c2a883ad,work_cd342b8b73cf,Sensitivity- L o RA : Low-Load Sensitivity-Based Fine-Tuning for Large Language Models,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_484515d182fa,work_ecd76a0e3314,Fast Quiet- ST a R : Thinking Without Thought Tokens,2025,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_dfc84a3ef8a3,work_b0246960bcbf,Sensitivity-LoRA : Low-Load Sensitivity-Based Fine-Tuning for Large Language Models,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_c7199f376a03,work_a6b296b1083b,Scaling Sentence Embeddings with Large Language Models,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_0ac96d67a983,work_5418ac81653b,Efficient Ensemble for Fine-tuning Language Models on Multiple Datasets,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_5c3fb5bc1f41,work_6d1edd9111bf,Small Pre-trained Language Models Can be Fine-tuned as Large Models via Over-Parameterization,2023,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_49da91a3052e,work_3f2210b44122,Early Exit with Disentangled Representation and Equiangular Tight Frame,2023,deployment_system,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
tcpaper_845a2cb176f7,work_d91979af1785,Self-Training with Direct Preference Optimization Improves Chain-of-Thought Reasoning,2024,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_9edc15a0ccea,work_73f2bbc4c2a4,Towards Adaptive Prefix Tuning for Parameter-Efficient Language Model Fine-tuning,2023,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_7e6a6971b151,work_e342480a61e6,RLHF Can Speak Many Languages: Unlocking Multilingual Preference Optimization for LLMs,2024,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_0ca4fd4d03dc,work_d3bfa8c66726,RLHF Can Speak Many Languages: Unlocking Multilingual Preference Optimization for LLM s,2024,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_14826d6b2951,work_04a74b71d98a,Memory-Efficient Fine-Tuning of Compressed Large Language Models via sub-4-bit Integer Quantization,2023,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_182c169be654,work_e97397e6fd12,Memory-Efficient Fine-Tuning of Compressed Large Language Models via sub-4-bit Integer Quantization,2023,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_3182312570d7,work_1f074773b0f8,A Parameter-Efficient and Fine-Grained Prompt Learning for Vision-Language Models,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_0a28d649130f,work_3cb863889b74,Efficient Adversarial Training in LLMs with Continuous Attacks,2024,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_64073d8879cb,work_6aeddc10fe14,Igniting Creative Writing in Small Language Models: LLM -as-a-Judge versus Multi-Agent Refined Rewards,2025,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
paper_98573a408ad1,work_47fdcefb3474,Training a Scientific Reasoning Model for Chemistry,2025,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_817a6124370f,work_42d1a0ec1cd9,Efficient Adversarial Training in LLMs with Continuous Attacks,2024,training_method,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_ac5b82695d74,work_6fd9f7b1f58b,From Synthetic to Native: Benchmarking Multilingual Intent Classification in Logistics Customer Service,2026,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_d5cee55779b8,work_508f173a9419,Achieving binary weight and activation for LLM s using Post-Training Quantization,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_fc912a780191,work_4c7c2b74d1e6,Fine-tuning multilingual language models in Twitter/X sentiment analysis: a study on Eastern-European V4 languages,2024,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_b33a37c0be4c,work_657baf78238b,Enhancing semantical text understanding with fine-tuned large language models: A case study on Quora Question Pair duplicate identification,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_96299789a3c9,work_7ae4ad7f78b0,Dynamic Memory Compression: Retrofitting LLMs for Accelerated Inference,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_518a4e9407fb,work_60cfeaf491ac,Deterministic Differentiable Structured Pruning for Large Language Models,2026,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_c52c3baf6416,work_1a3aab5f9e83,D is C omp: A Two-Stage Prompt Optimization Framework Combining Task-Agnostic and Task-Aware Compression,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_b18e705da577,work_657a5d4115f4,PTQ 1.61: Push the Real Limit of Extremely Low-Bit Post-Training Quantization Methods for Large Language Models,2025,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_a0a08eb0a8a7,work_62cf5ad15f19,Variator: Accelerating Pre-trained Models with Plug-and-Play Compression Modules,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_4d7be4b51b64,work_c9de82c917f8,Self-Correcting Code Generation Using Small Language Models,2025,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_8022bd95e0bb,work_21be180613af,Hammer: Robust Function-Calling for On-Device Language Models via Function Masking,2024,training_method,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
tcpaper_c7b0038b26ea,work_ac5e8b487759,"Smarter, Better, Faster, Longer: A Modern Bidirectional Encoder for Fast, Memory Efficient, and Long Context Finetuning and Inference",2025,architecture,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_0cacb9d9aba0,work_99d77c9f118c,Multistage Collaborative Knowledge Distillation from a Large Language Model for Semi-Supervised Sequence Generation,2023,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_ad77d2fa8c0b,work_645319464e1d,Improving Medical Abstract Classification Using PEFT-LoRA Fine-Tuned Large and Small Language Models,2024,evaluation_analysis,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_2853a6e74afc,work_04c660c52027,MQuant: Unleashing the Inference Potential of Multimodal Large Language Models via Full Static Quantization,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_cc6c2c8eb5ac,work_df17f7662804,Enhancing Critical Thinking in Education by means of a Socratic Chatbot,2024,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_87c013bf9c0a,work_13149040f897,MedSlice: Fine-Tuned Large Language Models for Secure Clinical Note Sectioning,2025,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_f0be9645a63e,work_bd9b2ba07fe8,GreenPLM: Cross-Lingual Transfer of Monolingual Pre-Trained Language Models at Almost No Cost,2023,deployment_system,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_b531a45c0618,work_691255960e02,GreenPLM: Cross-Lingual Transfer of Monolingual Pre-Trained Language Models at Almost No Cost,2023,domain_specialization,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_d246d0ef0059,work_e71ba052c07b,GPT-wee: How Small Can a Small Language Model Really Get?,2023,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
paper_3ee304b4b00d,work_04ceefa93c6e,PaD: Program-aided Distillation Can Teach Small Models Reasoning Better than Chain-of-thought Fine-tuning,2023,distillation_compression,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_96b79c448250,work_6430f218a906,LeanQuant: Accurate and Scalable Large Language Model Quantization with Loss-error-aware Grid,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_eb0f31fae081,work_99af744f4c07,Low-Rank Compression of Language Models via Differentiable Rank Selection,2025,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_4651e4fbf603,work_523bb307864c,Dual-Space Knowledge Distillation for Large Language Models,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_beee7ad99cda,work_961d0c076596,Iterative Structured Pruning for Large Language Models with Multi-Domain Calibration,2026,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_a0c1e8dad213,work_745522807724,Well Begun is Half Done: Low-resource Preference Alignment by Weak-to-Strong Decoding,2025,deployment_system,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_2c401f8f2884,work_1915229cd77d,OPDAI at SemEval-2024 Task 6: Small LLMs can Accelerate Hallucination Detection with Weakly Supervised Data,2024,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_1fcb14b2782a,work_ba2bd5472beb,FISTAP runer: Layer-wise Post-training Pruning for Large Language Models,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_30b40dff7f39,work_c49587466869,D e FT - X : Denoised Sparse Fine-Tuning for Zero-Shot Cross-Lingual Transfer,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_1d0c4aa5fada,work_bf49a6533fc0,Fearful Falcons and Angry Llamas: Emotion Category Annotations of Arguments by Humans and LLMs,2024,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_93abd379d032,work_59bd118df681,Mentor- KD : Making Small Language Models Better Multi-step Reasoners,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_e5c86f4d8282,work_8255d214cbbc,AROMA : Autonomous Rank-one Matrix Adaptation,2025,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_738bfd9adf7d,work_8bde3b7fde90,Bayelemabaga: Creating Resources for B ambara NLP,2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_a7e2878a74bf,work_191bf61b06c4,FlashSVD: Memory-Efficient Inference with Streaming for Low-Rank Models,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_8c28f6cbe04e,work_6ef96d40dea0,Teaching Small Language Models to Reason,2023,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_a1fd38bc9924,work_47587d98e4f3,Learning Global Controller in Latent Space for Parameter-Efficient Fine-Tuning,2024,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_0a6f2de2f855,work_e6a150feb339,It Depends: Resolving Referential Ambiguity in Minimal Contexts with Commonsense Knowledge,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_bd497de5e0c6,work_c42939a173e4,M ed T hink: A Rationale-Guided Framework for Explaining Medical Visual Question Answering,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_37f71581252f,work_4ac8755e8aa2,AEGIS 2.0: A Diverse AI Safety Dataset and Risks Taxonomy for Alignment of LLM Guardrails,2025,peft_adapter,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_3ae4c03dd801,work_6dff835325c4,LAWCAT : Efficient Distillation from Quadratic to Linear Attention with Convolution across Tokens for Long Context Modeling,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_86c53e1323eb,work_b615517afab0,Teaching Small Language Models to Reason for Knowledge-Intensive Multi-Hop Question Answering,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_2490f634a43a,work_6bf17678d7d9,"ESG enius: Benchmarking LLM s on Environmental, Social, and Governance ( ESG ) and Sustainability Knowledge",2025,evaluation_analysis,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
paper_3bc1b0cf76a2,work_697646ff4956,YaRN: Efficient Context Window Extension of Large Language Models,2023,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_a2955d804592,work_4bb670ea080f,D is L o RA : Task-specific Low-Rank Adaptation via Orthogonal Basis from Singular Value Decomposition,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_09b215c38867,work_57c81814832a,GKD : A General Knowledge Distillation Framework for Large-scale Pre-trained Language Model,2023,deployment_system,2,code_or_scripts_or_recipe,0,1,1,0,0,0,1,0
tcpaper_f441d3810fdb,work_51f67a36a500,VE - KD : Vocabulary-Expansion Knowledge-Distillation for Training Smaller Domain-Specific Language Models,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_ff1176eb240f,work_7b1a91e3d7f1,ShortGPT: Layers in Large Language Models are More Redundant Than You Expect,2024,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_b2fb9673c204,work_a5947959048b,CoPE: A Small Language Model for Steerable and Scalable Content Labeling,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_156828c5bf15,work_4d5141b11562,ERNIE -Code: Beyond E nglish-Centric Cross-lingual Pretraining for Programming Languages,2023,training_method,2,code_or_scripts_or_recipe,0,1,1,0,0,1,1,0
tcpaper_86531429de40,work_540bf521d5a6,SlimGPT: Layer-wise Structured Pruning for Large Language Models,2024,distillation_compression,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_7691c973d5a2,work_85db6bb4d5cf,One-for-All Pruning: A Universal Model for Customized Compression of Large Language Models,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_99880e4ae686,work_cb6443afe69e,Small Language Model Can Self-Correct,2024,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_6c5da50f060b,work_ef37d7cab0eb,One-for-All Pruning: A Universal Model for Customized Compression of Large Language Models,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_6c76fdfa1d6d,work_d5b16ede78a1,Self-Detoxifying Language Models via Toxification Reversal,2023,deployment_system,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
paper_e3e1966143ce,work_aa5c82c8dfbb,FinBERT2: A Specialized Bidirectional Encoder for Bridging the Gap in Finance-Specific Deployment of Large Language Models,2025,training_method,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_cf97e7161d6c,work_b332e92eec81,LoRA fine-tuning of Llama3 large model for intelligent fishery field,2025,peft_adapter,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
tcpaper_a07d7f4e3b06,work_5f989642dc05,"Bag of Tricks for Sparse Mixture-of-Experts: A Benchmark Across Reasoning, Efficiency, and Safety",2025,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,0,1,0
paper_45bec0d32561,work_2fd40e4f6305,How Pruning Reshapes Features: Sparse Autoencoder Analysis of Weight-Pruned Language Models,2026,evaluation_analysis,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_35c25a32b9e4,work_1d9a0952d2dc,MCC - KD : Multi- C o T Consistent Knowledge Distillation,2023,distillation_compression,3,model_checkpoint_or_adapter,1,0,0,1,0,0,1,0
paper_73c276520774,work_f08cec52d927,MCC-KD: Multi-CoT Consistent Knowledge Distillation,2023,distillation_compression,3,model_checkpoint_or_adapter,1,0,0,1,0,0,1,0
tcpaper_e02b995541e0,work_80a81a260490,L o RA - PAR : A Flexible Dual-System L o RA Partitioning Approach to Efficient LLM Fine-Tuning,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
paper_9a38843addbf,work_07737db12cef,PlaSma: Making Small Language Models Better Procedural Knowledge Models for (Counterfactual) Planning,2023,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_f63376ead6f0,work_65de4c10319a,Low-Bit Quantization Favors Undertrained LLM s,2025,evaluation_analysis,4,multiple_assets_or_complete_recipe,1,1,1,1,0,1,1,1
paper_03cd6fc137b8,work_99bc7495b16a,LoRA-PAR: A Flexible Dual-System LoRA Partitioning Approach to Efficient LLM Fine-Tuning,2025,peft_adapter,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
tcpaper_0f42cea81187,work_8957c4769890,Group then Scale: Dynamic Mixture-of-Experts Multilingual Language Model,2025,architecture,1,stated_or_incomplete_release_signal,0,0,0,0,0,1,1,0
tcpaper_d061cfeef4b8,work_af6e5c44605d,Distill Visual Chart Reasoning Ability from LLM s to MLLM s,2025,distillation_compression,0,no_explicit_release_signal,0,0,0,0,0,0,0,0
